слово;количесво в тексте
улыбкою;7
ими;7
читал;7
Григорьевич;7
помещиком;7
гостей;7
Мне;7
хозяина;7
крепко;7
Прощайте;7
копеек;7
сени;7
обратился;7
возьму;7
приезжий;7
ярмарке;7
Настасья;7
слуги;7
государства;6
ответа;6
лес;6
душе;6
любил;6
пути;6
ребенок;6
покажется;6
главное;6
Ни;6
хозяйстве;6
страсть;6
относительно;6
сначала;6
познакомиться;6
обычаю;6
говори;6
купить;6
копейку;6
карты;6
немало;6
копейки;6
Москве;6
какими;6
пропасть;6
брал;6
службе;6
лакей;6
сделались;6
могло;6
Прежде;6
кое-какие;6
небольшого;6
вашей;6
наших;6
необыкновенною;6
необыкновенную;6
зеркало;6
формы;6
причине;6
дерева;6
обществе;6
живых;6
дух;6
новый;6
принес;6
обращения;6
обязанность;6
мира;6
похожим;6
присутствия;6
табак;6
стола;6
черты;6
Ничего;6
улице;6
попал;6
Между;6
ходил;6
большим;6
чувства;6
учитель;6
поведение;6
книгу;6
класса;6
"""Я";6
небольшой;6
лишком;6
солнцем;6
пословица;6
следовало;6
все-таки;6
Очень;6
делом;6
рад;6
этому;6
белые;6
аппетит;6
деревянными;6
последний;6
Какие;6
пыли;6
почтенный;6
жил;6
рук;6
числом;6
чужой;6
готово;6
водится;6
коня;6
приказание;6
Герой;6
"""Вишь";6
ожидал;6
жаль;6
сапогами;6
порядочный;6
пришел;6
увезти;6
смех;6
увидя;6
вида;6
блондинка;6
губернатору;6
бороду;6
вынул;6
выйти;6
вздохнувши;6
целые;6
наши;6
прочие;6
чересчур;6
трактир;6
дорого;6
чиновник;6
каково;6
сто;6
дурака;6
кусок;6
бывало;6
постели;6
пальцами;6
такою;6
давал;6
имели;6
известного;6
партии;6
Многие;6
слезы;6
жены;6
Какая;6
гостиную;6
прошу;6
произнесла;6
сидя;6
дружбе;6
"""И";6
приехала;6
часы;6
сильных;6
держать;6
ночи;6
особливо;6
бал;6
смехом;6
будь;6
приятных;6
посмотрел;6
хорошее;6
признаться;6
кулак;6
губами;6
нужен;6
найти;6
продаст;6
вышли;6
подхватил;6
вспомнил;6
крепости;6
сапожник;6
просьбу;6
положил;6
радости;6
бестия;6
немец;6
надел;6
вершины;6
половой;6
размышления;6
цена;6
самовар;6
множеством;6
полагаю;6
похожее;6
бричке;6
Прошу;6
Хозяйка;6
обеда;6
думаешь;6
столовую;6
плеча;6
средней;6
ближе;6
окно;6
чубук;6
щенка;6
шарманка;6
хорошим;6
братец;6
слугою;6
расспросил;6
приятный;6
Мертвые;5
становится;5
кони;5
движение;5
версты;5
земле;5
народа;5
летит;5
обеих;5
побери;5
духом;5
пух;5
спине;5
едешь;5
большие;5
рука;5
героем;5
услышать;5
всякое;5
малый;5
собой;5
самим;5
глубоко;5
чувство;5
некоторых;5
скромно;5
нашей;5
новое;5
обращался;5
больно;5
узнает;5
родной;5
семейства;5
замечания;5
речей;5
"""Зачем";5
Зачем;5
живой;5
городу;5
поприще;5
страсти;5
каждым;5
Правда;5
добродетели;5
каких-нибудь;5
каков;5
кучера;5
герою;5
пойдет;5
всякому;5
другими;5
жительства;5
странный;5
заложить;5
попало;5
имения;5
двести;5
положим;5
тысячу;5
когда-либо;5
половина;5
объяснил;5
страха;5
грязь;5
сало;5
состояния;5
Куда;5
должности;5
видна;5
ничто;5
непостижимая;5
отдать;5
Надобно;5
окнами;5
дням;5
шесть;5
десяток;5
осталось;5
товарища;5
мол;5
действительно;5
суммы;5
очутилось;5
границу;5
выиграл;5
получить;5
Такая;5
наставление;5
начальник;5
немножко;5
справедливо;5
прибавить;5
близко;5
знакомства;5
похудел;5
запах;5
уважения;5
завел;5
пару;5
цветов;5
получше;5
немедленно;5
гораздо;5
Скоро;5
дел;5
вещей;5
порядок;5
проситель;5
полно;5
совестно;5
наша;5
письма;5
карман;5
надул;5
канцелярии;5
становился;5
перьев;5
разбойник;5
отчего;5
присутствие;5
приятное;5
подчас;5
вечера;5
пить;5
отношении;5
лапки;5
деревянную;5
невзначай;5
замечал;5
некоторого;5
смекнул;5
ход;5
будешь;5
ею;5
пером;5
вскрикнула;5
женщина;5
писателя;5
муж;5
русского;5
иные;5
зеркала;5
дорогою;5
Сколько;5
церкви;5
покрепче;5
поля;5
Проснулся;5
городской;5
спит;5
твоим;5
голова;5
природы;5
ящик;5
двора;5
хозяином;5
обеим;5
конец;5
нового;5
думали;5
шляпу;5
Петрушке;5
имела;5
сидели;5
подошел;5
нашему;5
неприятность;5
близ;5
следы;5
причиною;5
изволь;5
вышло;5
тобой;5
сердиться;5
счастье;5
послушай;5
решить;5
вышла;5
швейцар;5
приказ;5
одних;5
попадалось;5
леса;5
шкатулку;5
каждая;5
кричит;5
виден;5
назовут;5
играл;5
толки;5
остались;5
вечер;5
получал;5
Полицеймейстер;5
грош;5
Долго;5
помещики;5
ростом;5
почтмейстера;5
Только;5
жить;5
"""Хорошо";5
имею;5
обыкновению;5
заплатил;5
кармане;5
хочет;5
ног;5
вашего;5
бутылку;5
водки;5
рюмку;5
работать;5
кое-где;5
табаку;5
знают;5
заставил;5
неожиданно;5
разговорах;5
сверх;5
вследствие;5
оттого;5
готовность;5
подобных;5
дамам;5
врачебной;5
фраки;5
Эти;5
вскользь;5
первой;5
предполагать;5
заседатель;5
проку;5
деревню;5
роль;5
Председатель;5
количестве;5
сию;5
дочери;5
любви;5
большом;5
дотоле;5
небольшим;5
перетревожилась;5
полагаете;5
словцо;5
натуре;5
платья;5
приятною;5
кем;5
Софья;5
кроме;5
ради;5
гостья;5
стала;5
воля;5
ассигнациями;5
бумагу;5
России;5
Видно;5
сестры;5
сделавши;5
носят;5
пестро;5
тоненьких;5
вкусом;5
мелькали;5
шел;5
креслах;5
стуле;5
ужина;5
тарелку;5
полы;5
третьего;5
гостиной;5
уст;5
чуть-чуть;5
толстые;5
смотрел;5
показать;5
внутренно;5
платок;5
гостям;5
встретил;5
проворно;5
языком;5
перо;5
повыше;5
самая;5
существует;5
"""я";5
почтение;5
произвел;5
отказался;5
участием;5
Степан;5
предмета;5
Оба;5
молчание;5
фрак;5
попросил;5
оставался;5
Гости;5
охотою;5
пирог;5
дали;5
вряд;5
Засим;5
людьми;5
Михеев;5
рукава;5
старик;5
цену;5
этажа;5
площади;5
купчей;5
зубы;5
задумался;5
приятели;5
изволили;5
какие-то;5
Прошка;5
Этот;5
бюро;5
расписку;5
тридцати;5
убыток;5
припекут;5
Врешь;5
старые;5
вскричал;5
имеете;5
Плюшкину;5
ревизии;5
Вслед;5
Александра;5
редко;5
халат;5
спорил;5
старая;5
покажу;5
лошадям;5
чубарому;5
Ноздреву;5
постель;5
просадил;5
закусить;5
чашку;5
этак;5
девчонка;5
Маниловым;5
Фетинья;5
Маниловка;5
первого;4
"души""";4
дает;4
груди;4
сила;4
понеслась;4
топором;4
птица;4
небо;4
заключено;4
тонким;4
проснулся;4
повести;4
чин;4
притом;4
должно;4
улыбка;4
делают;4
продолжать;4
останется;4
приходил;4
Мокиевич;4
Кифа;4
Кифович;4
Мокий;4
думают;4
поздно;4
отцу;4
кровать;4
собаки;4
соседстве;4
развернуться;4
занимался;4
побольше;4
вопросом;4
мнение;4
слышать;4
углов;4
спокойно;4
миру;4
средств;4
Лучше;4
обратиться;4
дне;4
прах;4
мир;4
суждено;4
человеческие;4
характере;4
назвать;4
приятные;4
подлеца;4
поименно;4
холостяки;4
ездят;4
течение;4
широкой;4
шумом;4
городским;4
полный;4
вкусу;4
стараясь;4
прочего;4
Под;4
русскому;4
Ибо;4
выразить;4
подати;4
Петербург;4
новых;4
секретарь;4
числятся;4
обстоятельство;4
прочим;4
поверенного;4
прочее;4
заняться;4
положения;4
мыло;4
поспешно;4
глядит;4
дети;4
приходит;4
чувствовать;4
век;4
суп;4
халате;4
нашлись;4
суда;4
следствие;4
чиновника;4
сим;4
резко;4
Бог;4
подобного;4
привести;4
шло;4
предметом;4
неожиданным;4
пришло;4
поступках;4
наружность;4
побуждение;4
выходили;4
товарищи;4
видано;4
судьба;4
добраться;4
комиссия;4
гадкий;4
клал;4
Никогда;4
начальника;4
умный;4
путь;4
доволен;4
больших;4
военный;4
понравилось;4
приятность;4
архитектуры;4
мошенники;4
прав;4
выйдет;4
полу;4
выражаются;4
легче;4
старый;4
сахар;4
успели;4
суровый;4
дочь;4
Сначала;4
горох;4
лиц;4
пьян;4
разу;4
чиновниками;4
сообщить;4
палату;4
отдохнуть;4
училища;4
волосы;4
сна;4
дрожках;4
природа;4
Нельзя;4
Павлуша;4
услышав;4
многое;4
поведения;4
любитель;4
бровью;4
полные;4
насквозь;4
немилосердно;4
лавке;4
выгодно;4
задние;4
маленькую;4
Два;4
остаться;4
полнотою;4
щеке;4
самовара;4
родственница;4
деревянной;4
грязью;4
реку;4
крепостной;4
именем;4
первым;4
живо;4
быстро;4
мать;4
походил;4
добродетельного;4
Потому;4
герои;4
движения;4
чудная;4
цены;4
читателям;4
балы;4
занялся;4
верхушки;4
находится;4
солнце;4
сосед;4
черные;4
Какое;4
держи;4
твоя;4
домы;4
солдат;4
восемьсот;4
счастие;4
густые;4
заняты;4
самих;4
узнали;4
рассматривать;4
забор;4
чувством;4
благодаря;4
подушку;4
ворот;4
заложена;4
окну;4
целых;4
продам;4
часу;4
колесо;4
причину;4
затылке;4
весть;4
щей;4
сумерки;4
случиться;4
колодки;4
большого;4
выехать;4
дочки;4
губернаторской;4
ассигнаций;4
помогать;4
чудо;4
бала;4
кабинет;4
требует;4
стула;4
мною;4
отроду;4
Вообрази;4
Вахрамей;4
окне;4
отворилась;4
каком-то;4
расположении;4
состоянии;4
крыльца;4
хорошенько;4
приняло;4
густой;4
стакан;4
горло;4
губернских;4
ряд;4
смеется;4
умели;4
судить;4
выражением;4
Тогда;4
кровь;4
куды;4
"""Черт";4
называть;4
коляску;4
семьдесят;4
делатель;4
школе;4
объявил;4
наскоро;4
карт;4
написал;4
бога;4
знали;4
душах;4
невольно;4
менее;4
Наполеон;4
меру;4
вопросов;4
восемь;4
толст;4
выше;4
боком;4
велика;4
числа;4
спустя;4
думает;4
божия;4
препроводить;4
ожидать;4
ушла;4
чином;4
высокопревосходительство;4
сделалось;4
"""Но";4
увидевши;4
повар;4
щи;4
То;4
повесил;4
прощайте;4
государя;4
"""Так";4
является;4
передней;4
Вдруг;4
поднес;4
кое-как;4
банк;4
выразился;4
желание;4
полтиною;4
происходит;4
пообедать;4
главы;4
прочих;4
возможных;4
начиная;4
вещи;4
либо;4
брать;4
фамилии;4
задержать;4
обстоятельства;4
подробностей;4
отзывался;4
находились;4
заседателя;4
умерли;4
страх;4
губернаторши;4
пришла;4
принимал;4
чувствуя;4
согласятся;4
бросил;4
отдал;4
несравненно;4
трех;4
роста;4
рту;4
причина;4
первую;4
тонких;4
бить;4
отвечает;4
рассуждения;4
внутреннее;4
умела;4
барыня;4
сердцах;4
некоторые;4
сидела;4
мел;4
похожа;4
диване;4
всякая;4
стук;4
история;4
общества;4
высшего;4
французский;4
негодный;4
чувствовала;4
дайте;4
привезла;4
похоже;4
Именно;4
широкие;4
глазки;4
новость;4
рано;4
Сказавши;4
объяснить;4
переднюю;4
шее;4
даму;4
Автор;4
цветами;4
тоненькие;4
Кучер;4
строение;4
произвело;4
въехал;4
куртке;4
хватила;4
передние;4
поймал;4
краски;4
похож;4
боков;4
нашел;4
хочется;4
Эк;4
Там;4
войти;4
лезет;4
дорогой;4
предметах;4
спорили;4
становилось;4
по-видимому;4
смертный;4
показалась;4
подходя;4
радость;4
оставить;4
придумывая;4
миллионщик;4
дамских;4
блондинку;4
губернаторша;4
целый;4
промеж;4
правой;4
Одна;4
Таким;4
лоб;4
проходить;4
прекрасный;4
хотели;4
ушел;4
находятся;4
припомнить;4
многим;4
муки;4
сочинительница;4
попробуй;4
звали;4
заехал;4
проговорил;4
крепкие;4
"""Эй";4
мест;4
уверен;4
сюрпризов;4
городах;4
качества;4
дамах;4
поставить;4
красками;4
добрый;4
"""Ты";4
виду;4
Алексей;4
Несколько;4
поручик;4
конюшне;4
своею;4
четверть;4
вошли;4
осетра;4
известную;4
женим;4
ел;4
кладовую;4
гости;4
Воробья;4
купили;4
От;4
Покамест;4
протопопа;4
разговоры;4
Пока;4
покупаете;4
Пробка;4
мастер;4
ничуть;4
Михеева;4
Извольте;4
воскликнул;4
медведя;4
поблагодарил;4
провел;4
кармана;4
искоса;4
поднял;4
лестнице;4
ушами;4
отвечаешь;4
пашпорт;4
хорошие;4
беглые;4
кожи;4
вчера;4
мужиками;4
написать;4
потянул;4
современный;4
сего;4
рядом;4
другою;4
чулок;4
нужны;4
заглянул;4
осторожно;4
издержки;4
Зять;4
свечу;4
знакомого;4
недурно;4
Степановна;4
дерево;4
живые;4
повторил;4
"""Прошу";4
дерев;4
выпил;4
сено;4
порядке;4
Москву;4
пристально;4
ключник;4
кусочек;4
стене;4
глядело;4
сбоку;4
остался;4
господский;4
русских;4
метко;4
пятьдесят;4
медведь;4
вслух;4
цене;4
супруга;4
усами;4
честь;4
вошла;4
картины;4
крыльцу;4
коренного;4
сели;4
коню;4
овес;4
страхом;4
вашему;4
возможности;4
шашку;4
по-дружески;4
Ноздревым;4
поеду;4
скажешь;4
Ох;4
просьба;4
триста;4
заставило;4
приятности;4
приказчик;4
низко;4
хорошая;4
заклад;4
"""ты""";4
Кувшинников;4
пропустил;4
трактирах;4
деревянных;4
хозяйственная;4
перины;4
пеньку;4
приездом;4
барабан;4
трактирного;4
г;3
куски;3
богом;3
линии;3
разом;3
заключена;3
неба;3
мосты;3
рукавицы;3
борода;3
ботфортах;3
немецких;3
шутить;3
выдумал;3
кажутся;3
даль;3
темными;3
подхватила;3
слышится;3
"""черт";3
улыбался;3
козлах;3
эх;3
примолвил;3
сверху;3
пустился;3
чубарого;3
впросонках;3
фамилию;3
"""Смотри";3
смеха;3
вашем;3
скажете;3
скрывается;3
первое;3
дурное;3
горячих;3
поэмы;3
родился;3
подобный;3
"его""";3
собакой;3
дворня;3
доброй;3
дворовой;3
натура;3
зверя;3
Был;3
яйца;3
нагишом;3
зверь;3
ходя;3
называл;3
нрава;3
муха;3
книга;3
углам;3
душою;3
средства;3
идут;3
знаем;3
Россию;3
приняли;3
Манилову;3
поглубже;3
довольны;3
тяжело;3
недовольны;3
колени;3
Чичикове;3
великое;3
сил;3
глубже;3
вначале;3
страшный;3
оглянуться;3
человеке;3
название;3
Петрушки;3
средних;3
господина;3
горизонт;3
покупки;3
улиц;3
скажем;3
характеров;3
тащиться;3
вздумается;3
подобные;3
помещику;3
заглянуть;3
явилась;3
капитана-исправника;3
судам;3
живут;3
невероятным;3
истории;3
